"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.994696458E0,1.003168900E1,4.888833618E-1,6.906637573E-1,1.006731382E1
3.004707458E0,9.846673737E0,4.273612976E-1,8.282276917E-1,9.890681597E0
3.014719458E0,9.523196411E0,3.153941345E-1,8.666976929E-1,9.567753563E0
3.024730458E0,8.945098572E0,3.502716064E-2,8.532257080E-1,8.985767050E0
3.034741417E0,8.340056763E0,-2.993774414E-1,8.066725159E-1,8.384324314E0
3.044752417E0,7.953710175E0,-3.299139404E-1,7.623646545E-1,7.996971215E0
3.054763417E0,7.794591064E0,-3.457809448E-1,6.996450806E-1,7.833563529E0
3.064774417E0,7.570956116E0,-3.851490784E-1,7.536827087E-1,7.618120106E0
3.074786417E0,7.413932648E0,-4.239184570E-1,8.881031799E-1,7.478959247E0
3.084797417E0,7.243736572E0,-4.632865906E-1,7.873626709E-1,7.301115940E0
3.094808417E0,7.138505402E0,-3.930825806E-1,6.149212646E-1,7.175716093E0
3.104819417E0,7.320377197E0,-3.399430847E-1,1.043480072E0,7.402184426E0
3.114830417E0,7.456294556E0,1.362167358E-1,1.914369049E0,7.699330643E0
3.124842417E0,7.401508484E0,4.438270569E-1,2.469714203E0,7.815292607E0
3.134853417E0,7.570207672E0,2.133064270E-1,2.395318909E0,7.942990401E0
3.144864417E0,7.895780640E0,1.182540894E-2,2.488874359E0,8.278767259E0
3.154875417E0,8.522826691E0,-2.433938599E-1,2.725382538E0,8.951286240E0
3.164886417E0,9.812095642E0,-2.751278687E-1,2.369273071E0,1.009783992E1
3.174897417E0,1.059197388E1,7.828720093E-2,2.129920807E0,1.080428629E1
3.184909417E0,1.076216995E1,6.560856628E-1,1.363364868E0,1.086800415E1
3.194920417E0,1.076216995E1,8.467890930E-1,8.795709229E-1,1.083120487E1
3.204931417E0,1.123698257E1,6.123765564E-1,6.442602539E-1,1.127208294E1
3.214942417E0,1.191806625E1,3.344046021E-1,1.002315674E0,1.196481368E1
3.224953417E0,1.209215424E1,3.466790771E-1,1.775757294E0,1.222676140E1
3.234965417E0,1.195953003E1,1.278341675E-1,2.030228119E0,1.213130357E1
3.244976417E0,1.231504074E1,-2.484832764E-2,2.089654541E0,1.249109691E1
3.254987417E0,1.250020569E1,3.400927734E-1,2.224075012E0,1.270107535E1
3.264998417E0,1.262594421E1,3.053649902E-1,2.173180847E0,1.281524210E1
